timestamp;customer_no;location;spend_time;location_next
2019-09-03 13:13:00;1943;dairy;20;dairy
2019-09-03 13:13:00;1952;dairy;15;fruit
2019-09-03 13:13:00;1953;spices;10;fruit
2019-09-03 13:13:00;1954;dairy;22;fruit
2019-09-03 13:13:00;1955;dairy;14;spices
2019-09-03 13:13:00;1956;fruit;7;fruit
2019-09-03 13:13:00;1957;dairy;14;dairy
2019-09-03 13:13:00;1958;spices;22;fruit
2019-09-03 13:13:00;1959;fruit;14;fruit
2019-09-03 13:13:00;1960;drinks;26;drinks
2019-09-03 13:13:00;1961;fruit;7;spices
2019-09-03 13:13:00;1962;dairy;6;dairy
2019-09-03 13:13:00;1963;dairy;6;dairy
2019-09-03 13:13:00;1964;dairy;5;checkout
2019-09-03 13:13:00;1968;dairy;3;checkout
2019-09-03 13:13:00;1969;fruit;4;fruit
2019-09-03 13:13:00;1970;entrance;4;fruit
2019-09-03 13:13:00;1971;entrance;12;dairy
2019-09-03 13:13:00;1972;entrance;3;dairy
2019-09-03 13:14:00;1931;spices;29;fruit
2019-09-03 13:14:00;1943;dairy;20;dairy
2019-09-03 13:14:00;1952;fruit;15;fruit
2019-09-03 13:14:00;1953;fruit;10;fruit
2019-09-03 13:14:00;1954;fruit;22;fruit
2019-09-03 13:14:00;1955;spices;14;spices
2019-09-03 13:14:00;1956;fruit;7;checkout
2019-09-03 13:14:00;1957;dairy;14;dairy
2019-09-03 13:14:00;1958;fruit;22;fruit
2019-09-03 13:14:00;1959;fruit;14;dairy
2019-09-03 13:14:00;1960;drinks;26;drinks
2019-09-03 13:14:00;1961;spices;7;checkout
2019-09-03 13:14:00;1962;dairy;6;checkout
2019-09-03 13:14:00;1963;dairy;6;checkout
2019-09-03 13:14:00;1964;checkout;5;checkout
2019-09-03 13:14:00;1968;checkout;3;checkout
2019-09-03 13:14:00;1969;fruit;4;checkout
2019-09-03 13:14:00;1970;fruit;4;fruit
2019-09-03 13:14:00;1971;dairy;12;dairy
2019-09-03 13:14:00;1972;dairy;3;fruit
2019-09-03 13:14:00;1973;entrance;16;drinks
2019-09-03 13:15:00;1931;fruit;29;fruit
2019-09-03 13:15:00;1943;dairy;20;dairy
2019-09-03 13:15:00;1952;fruit;15;fruit
2019-09-03 13:15:00;1953;fruit;10;checkout
2019-09-03 13:15:00;1954;fruit;22;fruit
2019-09-03 13:15:00;1955;spices;14;spices
2019-09-03 13:15:00;1956;checkout;7;checkout
2019-09-03 13:15:00;1957;dairy;14;dairy
2019-09-03 13:15:00;1958;fruit;22;fruit
2019-09-03 13:15:00;1959;dairy;14;dairy
2019-09-03 13:15:00;1960;drinks;26;spices
2019-09-03 13:15:00;1961;checkout;7;checkout
2019-09-03 13:15:00;1962;checkout;6;checkout
2019-09-03 13:15:00;1963;checkout;6;checkout
2019-09-03 13:15:00;1969;checkout;4;checkout
2019-09-03 13:15:00;1970;fruit;4;fruit
2019-09-03 13:15:00;1971;dairy;12;dairy
2019-09-03 13:15:00;1972;fruit;3;checkout
2019-09-03 13:15:00;1973;drinks;16;fruit
2019-09-03 13:15:00;1974;entrance;2;fruit
2019-09-03 13:15:00;1975;entrance;10;dairy
2019-09-03 13:15:00;1976;entrance;13;dairy
2019-09-03 13:16:00;1931;fruit;29;fruit
2019-09-03 13:16:00;1943;dairy;20;dairy
2019-09-03 13:16:00;1952;fruit;15;fruit
2019-09-03 13:16:00;1953;checkout;10;checkout
2019-09-03 13:16:00;1954;fruit;22;fruit
2019-09-03 13:16:00;1955;spices;14;drinks
2019-09-03 13:16:00;1957;dairy;14;dairy
2019-09-03 13:16:00;1958;fruit;22;drinks
2019-09-03 13:16:00;1959;dairy;14;dairy
2019-09-03 13:16:00;1960;spices;26;drinks
2019-09-03 13:16:00;1970;fruit;4;checkout
2019-09-03 13:16:00;1971;dairy;12;dairy
2019-09-03 13:16:00;1972;checkout;3;checkout
2019-09-03 13:16:00;1973;fruit;16;dairy
2019-09-03 13:16:00;1974;fruit;2;checkout
2019-09-03 13:16:00;1975;dairy;10;dairy
2019-09-03 13:16:00;1976;dairy;13;spices
2019-09-03 13:17:00;1931;fruit;29;fruit
2019-09-03 13:17:00;1943;dairy;20;dairy
2019-09-03 13:17:00;1952;fruit;15;fruit
2019-09-03 13:17:00;1954;fruit;22;spices
2019-09-03 13:17:00;1955;drinks;14;drinks
2019-09-03 13:17:00;1957;dairy;14;dairy
2019-09-03 13:17:00;1958;drinks;22;drinks
2019-09-03 13:17:00;1959;dairy;14;dairy
2019-09-03 13:17:00;1960;drinks;26;drinks
2019-09-03 13:17:00;1970;checkout;4;checkout
2019-09-03 13:17:00;1971;dairy;12;fruit
2019-09-03 13:17:00;1973;dairy;16;dairy
2019-09-03 13:17:00;1974;checkout;2;checkout
2019-09-03 13:17:00;1975;dairy;10;drinks
2019-09-03 13:17:00;1976;spices;13;drinks
2019-09-03 13:17:00;1977;entrance;6;dairy
2019-09-03 13:17:00;1978;entrance;7;fruit
2019-09-03 13:18:00;1931;fruit;29;fruit
2019-09-03 13:18:00;1943;dairy;20;drinks
2019-09-03 13:18:00;1952;fruit;15;spices
2019-09-03 13:18:00;1954;spices;22;spices
2019-09-03 13:18:00;1955;drinks;14;drinks
2019-09-03 13:18:00;1957;dairy;14;dairy
2019-09-03 13:18:00;1958;drinks;22;drinks
2019-09-03 13:18:00;1959;dairy;14;drinks
2019-09-03 13:18:00;1960;drinks;26;drinks
2019-09-03 13:18:00;1971;fruit;12;fruit
2019-09-03 13:18:00;1973;dairy;16;dairy
2019-09-03 13:18:00;1975;drinks;10;fruit
2019-09-03 13:18:00;1976;drinks;13;drinks
2019-09-03 13:18:00;1977;dairy;6;dairy
2019-09-03 13:18:00;1978;fruit;7;fruit
2019-09-03 13:18:00;1979;entrance;2;spices
2019-09-03 13:19:00;1931;fruit;29;checkout
2019-09-03 13:19:00;1943;drinks;20;fruit
2019-09-03 13:19:00;1952;spices;15;spices
2019-09-03 13:19:00;1954;spices;22;spices
2019-09-03 13:19:00;1955;drinks;14;fruit
2019-09-03 13:19:00;1957;dairy;14;dairy
2019-09-03 13:19:00;1958;drinks;22;spices
2019-09-03 13:19:00;1959;drinks;14;drinks
2019-09-03 13:19:00;1960;drinks;26;drinks
2019-09-03 13:19:00;1971;fruit;12;fruit
2019-09-03 13:19:00;1973;dairy;16;dairy
2019-09-03 13:19:00;1975;fruit;10;fruit
2019-09-03 13:19:00;1976;drinks;13;drinks
2019-09-03 13:19:00;1977;dairy;6;dairy
2019-09-03 13:19:00;1978;fruit;7;fruit
2019-09-03 13:19:00;1979;spices;2;checkout
2019-09-03 13:19:00;1980;entrance;3;fruit
2019-09-03 13:19:00;1981;entrance;8;spices
2019-09-03 13:19:00;1982;entrance;2;fruit
2019-09-03 13:19:00;1983;entrance;10;fruit
2019-09-03 13:19:00;1984;entrance;2;spices
2019-09-03 13:20:00;1931;checkout;29;checkout
2019-09-03 13:20:00;1943;fruit;20;checkout
2019-09-03 13:20:00;1952;spices;15;checkout
2019-09-03 13:20:00;1954;spices;22;spices
2019-09-03 13:20:00;1955;fruit;14;checkout
2019-09-03 13:20:00;1957;dairy;14;dairy
2019-09-03 13:20:00;1958;spices;22;drinks
2019-09-03 13:20:00;1959;drinks;14;drinks
2019-09-03 13:20:00;1960;drinks;26;drinks
2019-09-03 13:20:00;1971;fruit;12;fruit
2019-09-03 13:20:00;1973;dairy;16;dairy
2019-09-03 13:20:00;1975;fruit;10;drinks
2019-09-03 13:20:00;1976;drinks;13;drinks
2019-09-03 13:20:00;1977;dairy;6;dairy
2019-09-03 13:20:00;1978;fruit;7;fruit
2019-09-03 13:20:00;1979;checkout;2;checkout
2019-09-03 13:20:00;1980;fruit;3;fruit
2019-09-03 13:20:00;1981;spices;8;fruit
2019-09-03 13:20:00;1982;fruit;2;checkout
2019-09-03 13:20:00;1983;fruit;10;dairy
2019-09-03 13:20:00;1984;spices;2;checkout
2019-09-03 13:20:00;1985;entrance;5;drinks
2019-09-03 13:20:00;1986;entrance;4;fruit
2019-09-03 13:20:00;1987;entrance;3;dairy
2019-09-03 13:21:00;1943;checkout;20;checkout
2019-09-03 13:21:00;1952;checkout;15;checkout
2019-09-03 13:21:00;1954;spices;22;spices
2019-09-03 13:21:00;1955;checkout;14;checkout
2019-09-03 13:21:00;1957;dairy;14;checkout
2019-09-03 13:21:00;1958;drinks;22;drinks
2019-09-03 13:21:00;1959;drinks;14;checkout
2019-09-03 13:21:00;1960;drinks;26;drinks
2019-09-03 13:21:00;1971;fruit;12;fruit
2019-09-03 13:21:00;1973;dairy;16;dairy
2019-09-03 13:21:00;1975;drinks;10;spices
2019-09-03 13:21:00;1976;drinks;13;drinks
2019-09-03 13:21:00;1977;dairy;6;fruit
2019-09-03 13:21:00;1978;fruit;7;fruit
2019-09-03 13:21:00;1980;fruit;3;checkout
2019-09-03 13:21:00;1981;fruit;8;fruit
2019-09-03 13:21:00;1982;checkout;2;checkout
2019-09-03 13:21:00;1983;dairy;10;dairy
2019-09-03 13:21:00;1984;checkout;2;checkout
2019-09-03 13:21:00;1985;drinks;5;fruit
2019-09-03 13:21:00;1986;fruit;4;fruit
2019-09-03 13:21:00;1987;dairy;3;dairy
2019-09-03 13:21:00;1988;entrance;2;fruit
2019-09-03 13:21:00;1989;entrance;2;dairy
2019-09-03 13:21:00;1990;entrance;2;fruit
2019-09-03 13:21:00;1991;entrance;4;dairy
2019-09-03 13:21:00;1992;entrance;4;dairy
2019-09-03 13:21:00;1993;entrance;10;dairy
2019-09-03 13:22:00;1954;spices;22;spices
2019-09-03 13:22:00;1957;checkout;14;checkout
2019-09-03 13:22:00;1958;drinks;22;drinks
2019-09-03 13:22:00;1959;checkout;14;checkout
2019-09-03 13:22:00;1960;drinks;26;drinks
2019-09-03 13:22:00;1971;fruit;12;fruit
2019-09-03 13:22:00;1973;dairy;16;dairy
2019-09-03 13:22:00;1975;spices;10;fruit
2019-09-03 13:22:00;1976;drinks;13;drinks
2019-09-03 13:22:00;1977;fruit;6;checkout
2019-09-03 13:22:00;1978;fruit;7;fruit
2019-09-03 13:22:00;1980;checkout;3;checkout
2019-09-03 13:22:00;1981;fruit;8;dairy
2019-09-03 13:22:00;1983;dairy;10;dairy
2019-09-03 13:22:00;1985;fruit;5;fruit
2019-09-03 13:22:00;1986;fruit;4;fruit
2019-09-03 13:22:00;1987;dairy;3;checkout
2019-09-03 13:22:00;1988;fruit;2;checkout
2019-09-03 13:22:00;1989;dairy;2;checkout
2019-09-03 13:22:00;1990;fruit;2;checkout
2019-09-03 13:22:00;1991;dairy;4;dairy
2019-09-03 13:22:00;1992;dairy;4;dairy
2019-09-03 13:22:00;1993;dairy;10;dairy
2019-09-03 13:23:00;1954;spices;22;spices
2019-09-03 13:23:00;1958;drinks;22;fruit
2019-09-03 13:23:00;1960;drinks;26;drinks
2019-09-03 13:23:00;1971;fruit;12;fruit
2019-09-03 13:23:00;1973;dairy;16;spices
2019-09-03 13:23:00;1975;fruit;10;drinks
2019-09-03 13:23:00;1976;drinks;13;drinks
2019-09-03 13:23:00;1977;checkout;6;checkout
2019-09-03 13:23:00;1978;fruit;7;checkout
2019-09-03 13:23:00;1981;dairy;8;dairy
2019-09-03 13:23:00;1983;dairy;10;spices
2019-09-03 13:23:00;1985;fruit;5;fruit
2019-09-03 13:23:00;1986;fruit;4;checkout
2019-09-03 13:23:00;1987;checkout;3;checkout
2019-09-03 13:23:00;1988;checkout;2;checkout
2019-09-03 13:23:00;1989;checkout;2;checkout
2019-09-03 13:23:00;1990;checkout;2;checkout
2019-09-03 13:23:00;1991;dairy;4;dairy
2019-09-03 13:23:00;1992;dairy;4;dairy
2019-09-03 13:23:00;1993;dairy;10;dairy
2019-09-03 13:23:00;1994;entrance;7;dairy
2019-09-03 13:23:00;1995;entrance;2;dairy
2019-09-03 13:23:00;1996;entrance;9;fruit
2019-09-03 13:23:00;1997;entrance;2;fruit
2019-09-03 13:23:00;1998;entrance;4;drinks
2019-09-03 13:24:00;1954;spices;22;spices
2019-09-03 13:24:00;1958;fruit;22;fruit
2019-09-03 13:24:00;1960;drinks;26;drinks
2019-09-03 13:24:00;1971;fruit;12;checkout
2019-09-03 13:24:00;1973;spices;16;drinks
2019-09-03 13:24:00;1975;drinks;10;checkout
2019-09-03 13:24:00;1976;drinks;13;drinks
2019-09-03 13:24:00;1978;checkout;7;checkout
2019-09-03 13:24:00;1981;dairy;8;dairy
2019-09-03 13:24:00;1983;spices;10;spices
2019-09-03 13:24:00;1985;fruit;5;checkout
2019-09-03 13:24:00;1986;checkout;4;checkout
2019-09-03 13:24:00;1991;dairy;4;checkout
2019-09-03 13:24:00;1992;dairy;4;checkout
2019-09-03 13:24:00;1993;dairy;10;spices
2019-09-03 13:24:00;1994;dairy;7;dairy
2019-09-03 13:24:00;1995;dairy;2;checkout
2019-09-03 13:24:00;1996;fruit;9;fruit
2019-09-03 13:24:00;1997;fruit;2;checkout
2019-09-03 13:24:00;1998;drinks;4;fruit
2019-09-03 13:24:00;1999;entrance;13;dairy
2019-09-03 13:24:00;2000;entrance;8;dairy
2019-09-03 13:24:00;2001;entrance;6;fruit
2019-09-03 13:25:00;1954;spices;22;spices
2019-09-03 13:25:00;1958;fruit;22;fruit
2019-09-03 13:25:00;1960;drinks;26;fruit
2019-09-03 13:25:00;1971;checkout;12;checkout
2019-09-03 13:25:00;1973;drinks;16;fruit
2019-09-03 13:25:00;1975;checkout;10;checkout
2019-09-03 13:25:00;1976;drinks;13;drinks
2019-09-03 13:25:00;1981;dairy;8;dairy
2019-09-03 13:25:00;1983;spices;10;spices
2019-09-03 13:25:00;1985;checkout;5;checkout
2019-09-03 13:25:00;1991;checkout;4;checkout
2019-09-03 13:25:00;1992;checkout;4;checkout
2019-09-03 13:25:00;1993;spices;10;drinks
2019-09-03 13:25:00;1994;dairy;7;dairy
2019-09-03 13:25:00;1995;checkout;2;checkout
2019-09-03 13:25:00;1996;fruit;9;drinks
2019-09-03 13:25:00;1997;checkout;2;checkout
2019-09-03 13:25:00;1998;fruit;4;fruit
2019-09-03 13:25:00;1999;dairy;13;dairy
2019-09-03 13:25:00;2000;dairy;8;dairy
2019-09-03 13:25:00;2001;fruit;6;drinks
2019-09-03 13:25:00;2002;entrance;13;dairy
2019-09-03 13:25:00;2003;entrance;2;fruit
2019-09-03 13:25:00;2004;entrance;2;fruit
2019-09-03 13:26:00;1954;spices;22;spices
2019-09-03 13:26:00;1958;fruit;22;fruit
2019-09-03 13:26:00;1960;fruit;26;spices
2019-09-03 13:26:00;1973;fruit;16;fruit
2019-09-03 13:26:00;1976;drinks;13;drinks
2019-09-03 13:26:00;1981;dairy;8;checkout
2019-09-03 13:26:00;1983;spices;10;spices
2019-09-03 13:26:00;1993;drinks;10;drinks
2019-09-03 13:26:00;1994;dairy;7;drinks
2019-09-03 13:26:00;1996;drinks;9;spices
2019-09-03 13:26:00;1998;fruit;4;checkout
2019-09-03 13:26:00;1999;dairy;13;dairy
2019-09-03 13:26:00;2000;dairy;8;dairy
2019-09-03 13:26:00;2001;drinks;6;drinks
2019-09-03 13:26:00;2002;dairy;13;dairy
2019-09-03 13:26:00;2003;fruit;2;checkout
2019-09-03 13:26:00;2004;fruit;2;checkout
2019-09-03 13:27:00;1954;spices;22;dairy
2019-09-03 13:27:00;1958;fruit;22;fruit
2019-09-03 13:27:00;1960;spices;26;dairy
2019-09-03 13:27:00;1973;fruit;16;fruit
2019-09-03 13:27:00;1976;drinks;13;checkout
2019-09-03 13:27:00;1981;checkout;8;checkout
2019-09-03 13:27:00;1983;spices;10;spices
2019-09-03 13:27:00;1993;drinks;10;drinks
2019-09-03 13:27:00;1994;drinks;7;drinks
2019-09-03 13:27:00;1996;spices;9;dairy
2019-09-03 13:27:00;1998;checkout;4;checkout
2019-09-03 13:27:00;1999;dairy;13;dairy
2019-09-03 13:27:00;2000;dairy;8;dairy
2019-09-03 13:27:00;2001;drinks;6;drinks
2019-09-03 13:27:00;2002;dairy;13;dairy
2019-09-03 13:27:00;2003;checkout;2;checkout
2019-09-03 13:27:00;2004;checkout;2;checkout
2019-09-03 13:27:00;2005;entrance;8;spices
2019-09-03 13:28:00;1954;dairy;22;checkout
2019-09-03 13:28:00;1958;fruit;22;fruit
2019-09-03 13:28:00;1960;dairy;26;fruit
2019-09-03 13:28:00;1973;fruit;16;fruit
2019-09-03 13:28:00;1976;checkout;13;checkout
2019-09-03 13:28:00;1983;spices;10;checkout
2019-09-03 13:28:00;1993;drinks;10;fruit
2019-09-03 13:28:00;1994;drinks;7;fruit
2019-09-03 13:28:00;1996;dairy;9;drinks
2019-09-03 13:28:00;1999;dairy;13;dairy
2019-09-03 13:28:00;2000;dairy;8;dairy
2019-09-03 13:28:00;2001;drinks;6;drinks
2019-09-03 13:28:00;2002;dairy;13;dairy
2019-09-03 13:28:00;2005;spices;8;dairy
2019-09-03 13:29:00;1954;checkout;22;checkout
2019-09-03 13:29:00;1958;fruit;22;checkout
2019-09-03 13:29:00;1960;fruit;26;fruit
2019-09-03 13:29:00;1973;fruit;16;checkout
2019-09-03 13:29:00;1983;checkout;10;checkout
2019-09-03 13:29:00;1993;fruit;10;fruit
2019-09-03 13:29:00;1994;fruit;7;checkout
2019-09-03 13:29:00;1996;drinks;9;drinks
2019-09-03 13:29:00;1999;dairy;13;dairy
2019-09-03 13:29:00;2000;dairy;8;dairy
2019-09-03 13:29:00;2001;drinks;6;checkout
2019-09-03 13:29:00;2002;dairy;13;dairy
2019-09-03 13:29:00;2005;dairy;8;dairy
2019-09-03 13:29:00;2006;entrance;4;fruit
2019-09-03 13:29:00;2007;entrance;11;fruit
2019-09-03 13:30:00;1958;checkout;22;checkout
2019-09-03 13:30:00;1960;fruit;26;fruit
2019-09-03 13:30:00;1973;checkout;16;checkout
2019-09-03 13:30:00;1993;fruit;10;checkout
2019-09-03 13:30:00;1994;checkout;7;checkout
2019-09-03 13:30:00;1996;drinks;9;drinks
2019-09-03 13:30:00;1999;dairy;13;spices
2019-09-03 13:30:00;2000;dairy;8;dairy
2019-09-03 13:30:00;2001;checkout;6;checkout
2019-09-03 13:30:00;2002;dairy;13;dairy
2019-09-03 13:30:00;2005;dairy;8;dairy
2019-09-03 13:30:00;2006;fruit;4;fruit
2019-09-03 13:30:00;2007;fruit;11;fruit
2019-09-03 13:31:00;1960;fruit;26;fruit
2019-09-03 13:31:00;1993;checkout;10;checkout
2019-09-03 13:31:00;1996;drinks;9;checkout
2019-09-03 13:31:00;1999;spices;13;drinks
2019-09-03 13:31:00;2000;dairy;8;checkout
2019-09-03 13:31:00;2002;dairy;13;dairy
2019-09-03 13:31:00;2005;dairy;8;dairy
2019-09-03 13:31:00;2006;fruit;4;drinks
2019-09-03 13:31:00;2007;fruit;11;dairy
2019-09-03 13:32:00;1960;fruit;26;fruit
2019-09-03 13:32:00;1996;checkout;9;checkout
2019-09-03 13:32:00;1999;drinks;13;fruit
2019-09-03 13:32:00;2000;checkout;8;checkout
2019-09-03 13:32:00;2002;dairy;13;dairy
2019-09-03 13:32:00;2005;dairy;8;dairy
2019-09-03 13:32:00;2006;drinks;4;checkout
2019-09-03 13:32:00;2007;dairy;11;dairy
2019-09-03 13:33:00;1960;fruit;26;checkout
2019-09-03 13:33:00;1999;fruit;13;fruit
2019-09-03 13:33:00;2002;dairy;13;dairy
2019-09-03 13:33:00;2005;dairy;8;dairy
2019-09-03 13:33:00;2006;checkout;4;checkout
2019-09-03 13:33:00;2007;dairy;11;dairy
2019-09-03 13:34:00;1960;checkout;26;checkout
2019-09-03 13:34:00;1999;fruit;13;fruit
2019-09-03 13:34:00;2002;dairy;13;dairy
2019-09-03 13:34:00;2005;dairy;8;checkout
2019-09-03 13:34:00;2007;dairy;11;dairy
2019-09-03 13:34:00;2008;entrance;3;fruit
2019-09-03 13:34:00;2009;entrance;29;fruit
2019-09-03 13:34:00;2010;entrance;5;spices
2019-09-03 13:35:00;1999;fruit;13;fruit
2019-09-03 13:35:00;2002;dairy;13;dairy
2019-09-03 13:35:00;2005;checkout;8;checkout
2019-09-03 13:35:00;2007;dairy;11;dairy
2019-09-03 13:35:00;2008;fruit;3;fruit
2019-09-03 13:35:00;2009;fruit;29;fruit
2019-09-03 13:35:00;2010;spices;5;drinks
2019-09-03 13:36:00;1999;fruit;13;checkout
2019-09-03 13:36:00;2002;dairy;13;dairy
2019-09-03 13:36:00;2007;dairy;11;dairy
2019-09-03 13:36:00;2008;fruit;3;checkout
2019-09-03 13:36:00;2009;fruit;29;fruit
2019-09-03 13:36:00;2010;drinks;5;fruit
2019-09-03 13:36:00;2011;entrance;7;fruit
2019-09-03 13:36:00;2012;entrance;4;spices
2019-09-03 13:36:00;2013;entrance;9;dairy
2019-09-03 13:36:00;2014;entrance;4;fruit
2019-09-03 13:36:00;2015;entrance;2;fruit
2019-09-03 13:36:00;2016;entrance;3;dairy
2019-09-03 13:36:00;2017;entrance;7;dairy
2019-09-03 13:36:00;2018;entrance;4;fruit
2019-09-03 13:37:00;1999;checkout;13;checkout
2019-09-03 13:37:00;2002;dairy;13;checkout
2019-09-03 13:37:00;2007;dairy;11;dairy
2019-09-03 13:37:00;2008;checkout;3;checkout
2019-09-03 13:37:00;2009;fruit;29;fruit
2019-09-03 13:37:00;2010;fruit;5;fruit
2019-09-03 13:37:00;2011;fruit;7;dairy
2019-09-03 13:37:00;2012;spices;4;dairy
2019-09-03 13:37:00;2013;dairy;9;dairy
2019-09-03 13:37:00;2014;fruit;4;fruit
2019-09-03 13:37:00;2015;fruit;2;checkout
2019-09-03 13:37:00;2016;dairy;3;dairy
2019-09-03 13:37:00;2017;dairy;7;dairy
2019-09-03 13:37:00;2018;fruit;4;fruit
2019-09-03 13:37:00;2019;entrance;6;drinks
2019-09-03 13:38:00;2002;checkout;13;checkout
2019-09-03 13:38:00;2007;dairy;11;dairy
2019-09-03 13:38:00;2009;fruit;29;fruit
2019-09-03 13:38:00;2010;fruit;5;checkout
2019-09-03 13:38:00;2011;dairy;7;dairy
2019-09-03 13:38:00;2012;dairy;4;dairy
2019-09-03 13:38:00;2013;dairy;9;dairy
2019-09-03 13:38:00;2014;fruit;4;fruit
2019-09-03 13:38:00;2015;checkout;2;checkout
2019-09-03 13:38:00;2016;dairy;3;checkout
2019-09-03 13:38:00;2017;dairy;7;dairy
2019-09-03 13:38:00;2018;fruit;4;fruit
2019-09-03 13:38:00;2019;drinks;6;fruit
2019-09-03 13:39:00;2007;dairy;11;checkout
2019-09-03 13:39:00;2009;fruit;29;fruit
2019-09-03 13:39:00;2010;checkout;5;checkout
2019-09-03 13:39:00;2011;dairy;7;dairy
2019-09-03 13:39:00;2012;dairy;4;checkout
2019-09-03 13:39:00;2013;dairy;9;dairy
2019-09-03 13:39:00;2014;fruit;4;checkout
2019-09-03 13:39:00;2016;checkout;3;checkout
2019-09-03 13:39:00;2017;dairy;7;dairy
2019-09-03 13:39:00;2018;fruit;4;checkout
2019-09-03 13:39:00;2019;fruit;6;fruit
2019-09-03 13:39:00;2020;entrance;8;fruit
2019-09-03 13:40:00;2007;checkout;11;checkout
2019-09-03 13:40:00;2009;fruit;29;fruit
2019-09-03 13:40:00;2011;dairy;7;dairy
2019-09-03 13:40:00;2012;checkout;4;checkout
2019-09-03 13:40:00;2013;dairy;9;dairy
2019-09-03 13:40:00;2014;checkout;4;checkout
2019-09-03 13:40:00;2017;dairy;7;dairy
2019-09-03 13:40:00;2018;checkout;4;checkout
2019-09-03 13:40:00;2019;fruit;6;fruit
2019-09-03 13:40:00;2020;fruit;8;fruit
2019-09-03 13:41:00;2009;fruit;29;fruit
2019-09-03 13:41:00;2011;dairy;7;dairy
2019-09-03 13:41:00;2013;dairy;9;fruit
2019-09-03 13:41:00;2017;dairy;7;dairy
2019-09-03 13:41:00;2019;fruit;6;fruit
2019-09-03 13:41:00;2020;fruit;8;fruit
2019-09-03 13:42:00;2009;fruit;29;fruit
2019-09-03 13:42:00;2011;dairy;7;checkout
2019-09-03 13:42:00;2013;fruit;9;fruit
2019-09-03 13:42:00;2017;dairy;7;checkout
2019-09-03 13:42:00;2019;fruit;6;checkout
2019-09-03 13:42:00;2020;fruit;8;fruit
2019-09-03 13:42:00;2021;entrance;2;fruit
2019-09-03 13:43:00;2009;fruit;29;dairy
2019-09-03 13:43:00;2011;checkout;7;checkout
2019-09-03 13:43:00;2013;fruit;9;fruit
2019-09-03 13:43:00;2017;checkout;7;checkout
2019-09-03 13:43:00;2019;checkout;6;checkout
2019-09-03 13:43:00;2020;fruit;8;fruit
2019-09-03 13:43:00;2021;fruit;2;checkout
2019-09-03 13:44:00;2009;dairy;29;dairy
2019-09-03 13:44:00;2013;fruit;9;checkout
2019-09-03 13:44:00;2020;fruit;8;fruit
2019-09-03 13:44:00;2021;checkout;2;checkout
2019-09-03 13:44:00;2022;entrance;3;spices
2019-09-03 13:44:00;2023;entrance;7;dairy
2019-09-03 13:45:00;2009;dairy;29;dairy
2019-09-03 13:45:00;2013;checkout;9;checkout
2019-09-03 13:45:00;2020;fruit;8;fruit
2019-09-03 13:45:00;2022;spices;3;spices
2019-09-03 13:45:00;2023;dairy;7;dairy
2019-09-03 13:45:00;2024;entrance;4;fruit
2019-09-03 13:45:00;2025;entrance;7;spices
2019-09-03 13:46:00;2009;dairy;29;dairy
2019-09-03 13:46:00;2020;fruit;8;checkout
2019-09-03 13:46:00;2022;spices;3;checkout
2019-09-03 13:46:00;2023;dairy;7;dairy
2019-09-03 13:46:00;2024;fruit;4;fruit
2019-09-03 13:46:00;2025;spices;7;spices
2019-09-03 13:47:00;2009;dairy;29;spices
2019-09-03 13:47:00;2020;checkout;8;checkout
2019-09-03 13:47:00;2022;checkout;3;checkout
2019-09-03 13:47:00;2023;dairy;7;dairy
2019-09-03 13:47:00;2024;fruit;4;fruit
2019-09-03 13:47:00;2025;spices;7;spices
2019-09-03 13:47:00;2026;entrance;10;dairy
2019-09-03 13:47:00;2027;entrance;10;fruit
2019-09-03 13:47:00;2028;entrance;2;drinks
2019-09-03 13:48:00;2009;spices;29;spices
2019-09-03 13:48:00;2023;dairy;7;dairy
2019-09-03 13:48:00;2024;fruit;4;checkout
2019-09-03 13:48:00;2025;spices;7;spices
2019-09-03 13:48:00;2026;dairy;10;dairy
2019-09-03 13:48:00;2027;fruit;10;fruit
2019-09-03 13:48:00;2028;drinks;2;checkout
2019-09-03 13:48:00;2029;entrance;2;drinks
2019-09-03 13:49:00;2009;spices;29;spices
2019-09-03 13:49:00;2023;dairy;7;dairy
2019-09-03 13:49:00;2024;checkout;4;checkout
2019-09-03 13:49:00;2025;spices;7;drinks
2019-09-03 13:49:00;2026;dairy;10;dairy
2019-09-03 13:49:00;2027;fruit;10;fruit
2019-09-03 13:49:00;2028;checkout;2;checkout
2019-09-03 13:49:00;2029;drinks;2;checkout
2019-09-03 13:50:00;2009;spices;29;spices
2019-09-03 13:50:00;2023;dairy;7;checkout
2019-09-03 13:50:00;2025;drinks;7;drinks
2019-09-03 13:50:00;2026;dairy;10;dairy
2019-09-03 13:50:00;2027;fruit;10;fruit
2019-09-03 13:50:00;2029;checkout;2;checkout
2019-09-03 13:50:00;2030;entrance;5;fruit
2019-09-03 13:50:00;2031;entrance;17;dairy
2019-09-03 13:50:00;2032;entrance;12;spices
2019-09-03 13:50:00;2033;entrance;2;fruit
2019-09-03 13:50:00;2034;entrance;10;fruit
2019-09-03 13:51:00;2009;spices;29;drinks
2019-09-03 13:51:00;2023;checkout;7;checkout
2019-09-03 13:51:00;2025;drinks;7;checkout
2019-09-03 13:51:00;2026;dairy;10;dairy
2019-09-03 13:51:00;2027;fruit;10;fruit
2019-09-03 13:51:00;2030;fruit;5;fruit
2019-09-03 13:51:00;2031;dairy;17;dairy
